League;Season;Date;Home;Away;FT_Goals_H;FT_Goals_A;FT_Odd_H;FT_Odd_D;FT_Odd_A;FT_Odd_Over25;FT_Result;Profit_Back_H;Profit_Back_D;Profit_Back_A;Profit_Lay_H;Profit_Lay_D;Profit_Lay_A;p_H;p_D;p_A;p_Over;p_H__p_D;p_H__p_A;p_D__p_A;p_D__p_Over;Media_SG_H;Media_SG_A;DesvPad_SG_H;DesvPad_SG_A;CV_SG_H;CV_SG_A;Media_Ptos_H;Media_Ptos_A;DesvPad_Ptos_H;DesvPad_Ptos_A;CV_Ptos_H;CV_Ptos_A;Media_VG_H;Media_VG_A;DesvPad_VG_H;DesvPad_VG_A;CV_VG_H;CV_VG_A;Media_CG_H;Media_CG_A;DesvPad_CG_H;DesvPad_CG_A;CV_CG_H;CV_CG_A;CV_HDA;CV_HD;CV_HA;CV_DA;CV_DO;Media_Odd_H;DesvPad_Odd_H;CV_Odd_H;Media_Odd_A;DesvPad_Odd_A;CV_Odd_A;FT_Odd_HA_DNB_H;FT_Odd_HA_DNB_A;Profit_HA_0_H;Profit_HA_0_A
ROMANIA - LIGA 2;2020/2021;30/04/2021;Politehnica Timisoara;Calarasi;2;1;2,55;3;2,55;2,35;H;1,59;-1;-1;-1;0,43;0,55;0,3922;0,3333;0,3922;0,4255;1,1765;1;0,85;0,7833;0,3;-0,5;1,3375;1,7795;4,4583;-3,559;1,7;1,4;1,4181;1,4298;0,8342;1,0213;0,2722;0,4879;0,2074;0,275;0,7617;0,5635;0,3944;0,2955;0,1169;0,0919;0,2964;0,3109;0,0744;0,0811;0;0,0811;0,1215;2,292;0,5318;0,232;3,06;0,9551;0,3121;2,14;1,67;1,14;-1
ENGLAND - CHAMPIONSHIP;2020/2021;21/04/2021;Stoke;Coventry;2;3;2,75;3;2,8;2,62;A;-1;-1;1,84;0,49;0,43;-1;0,3636;0,3333;0,3571;0,3817;1,0909;1,0182;0,9333;0,8733;0,3;-1,2;1,4181;1,6193;4,7271;-1,3494;1,4;0,8;1,4298;1,2293;1,0213;1,5366;0,2699;0,329;0,241;0,3316;0,8931;1,0078;0,3616;0,2578;0,1142;0,0999;0,3159;0,3877;0,0371;0,0435;0,009;0,0345;0,0676;2,454;0,5762;0,2348;3,613;0,9528;0,2637;1,94;1,96;-1;0,96
SPAIN - LALIGA;2020/2021;18/04/2021;Alaves;Huesca;1;0;2,7;3;2,8;2,5;H;1,74;-1;-1;-1;0,43;0,47;0,3704;0,3333;0,3571;0,4;1,1111;1,037;0,9333;0,8333;-0,6;-0,4;1,2649;1,5776;-2,1082;-3,9441;0,9;0,9;1,1972;1,1972;1,3302;1,3302;0,4347;0,585;0,2859;0,5137;0,6578;0,8781;0,2545;0,1728;0,13;0,0996;0,5107;0,5766;0,0433;0,0526;0,0182;0,0345;0,0909;4,028;2,0277;0,5034;5,68;4,8057;0,8461;1,93;2;0,93;-1
CYPRUS - FIRST DIVISION;2020/2021;09/04/2021;Doxa;Nea Salamis;0;0;2,45;3;2,7;2,15;D;-1;2;-1;0,58;-1;0,5;0,4082;0,3333;0,3704;0,4651;1,2245;1,102;0,9;0,7167;0;-0,5;1,2472;1,7159;1;-3,4319;1,6;1,3;1,2649;1,4944;0,7906;1,1496;0,3937;0,4407;0,4759;0,4815;1,209;1,0927;0,306;0,2385;0,1685;0,1083;0,5507;0,4544;0,0824;0,1009;0,0485;0,0526;0,165;3,89;1,3761;0,3538;4,852;2,6539;0,547;1,83;1,98;0;0
FRANCE - LIGUE 2;2020/2021;03/04/2021;Caen;Pau FC;1;1;3;3;2,5;2,4;D;-1;2;-1;0,43;-1;0,57;0,3333;0,3333;0,4;0,4167;1;0,8333;0,8333;0,8;-0,7;-0,6;1,2517;1,7764;-1,7881;-2,9606;0,8;0,8;0,9189;1,2293;1,1487;1,5366;0,2689;0,5541;0,267;0,5242;0,993;0,9461;0,4016;0,1977;0,1244;0,078;0,3097;0,3946;0,0884;0;0,0909;0,0909;0,1111;2,79;0,7199;0,258;3,858;0,9095;0,2357;2,05;1,8;0;0
ROMANIA - LIGA 1;2020/2021;02/04/2021;Gaz Metan Medias;Astra;0;0;2,87;3;2,45;2,6;D;-1;2;-1;0,46;-1;0,58;0,3484;0,3333;0,4082;0,3846;1,0453;0,8537;0,8167;0,8667;-0,3;0,5;1,567;2,5495;-5,2234;5,099;1,3;1,8;1,4944;1,3166;1,1496;0,7314;0,4179;0,6748;0,4205;0,5799;1,0062;0,8594;0,2823;0,2379;0,1314;0,1225;0,4654;0,5147;0,0889;0,0221;0,0789;0,1009;0,0714;3,922;1,8255;0,4655;3,882;2,2462;0,5786;2,08;1,73;0;0
ENGLAND - LEAGUE TWO;2020/2021;02/04/2021;Barrow;Newport;2;1;3;3;2,6;2,87;H;2,04;-1;-1;-1;0,43;0,53;0,3333;0,3333;0,3846;0,3484;1;0,8667;0,8667;0,9567;0,1;0,1;1,5951;1,1972;15,9513;11,9722;1,3;1,2;1,4944;1,3166;1,1496;1,0971;0,423;0,4738;0,5013;0,3432;1,1851;0,7244;0,2813;0,3143;0,1697;0,1133;0,6032;0,3605;0,069;0;0,0714;0,0714;0,0221;2,619;0,4743;0,1811;2,677;0,4128;0,1542;2;1,85;1;-1
URUGUAY - PRIMERA DIVISION;2020;28/03/2021;Cerro Largo;Defensor Sp.;0;0;2,8;3;2,45;2,1;D;-1;2;-1;0,47;-1;0,58;0,3571;0,3333;0,4082;0,4762;1,0714;0,875;0,8167;0,7;0,2;-0,6;1,1353;1,1738;5,6765;-1,9563;1,6;0,8;1,2649;0,9189;0,7906;1,1487;0,3866;0,3766;0,3081;0,4264;0,7968;1,1322;0,345;0,2876;0,1543;0,1427;0,4472;0,4959;0,0852;0,0345;0,0667;0,1009;0,1765;2,458;0,7587;0,3087;3,02;0,8314;0,2753;2,08;1,73;0;0
ITALY - SERIE B;2020/2021;20/03/2021;Spal;Cittadella;1;0;2,75;3;2,75;2,15;H;1,8;-1;-1;-1;0,43;0,49;0,3636;0,3333;0,3636;0,4651;1,0909;1;0,9167;0,7167;0,1;0,1;1,9692;1,1972;19,6921;11,9722;1,3;1,2;1,2517;1,3166;0,9628;1,0971;0,3547;0,3578;0,258;0,3555;0,7274;0,9935;0,335;0,2455;0,1174;0,0856;0,3504;0,3489;0,0404;0,0435;0;0,0435;0,165;2,31;0,5646;0,2444;2,927;1,0117;0,3457;1,93;1,93;0,93;-1
SOUTH KOREA - K LEAGUE 2;2021;20/03/2021;Anyang;Daejeon;0;1;2,6;3;2,6;2,3;A;-1;-1;1,65;0,53;0,43;-1;0,3846;0,3333;0,3846;0,4348;1,1538;1;0,8667;0,7667;-0,3;0;0,9487;1,0541;-3,1623;1;1;1,5;1,1547;1,354;1,1547;0,9027;0,3331;0,383;0,3319;0,2828;0,9962;0,7384;0,2969;0,2617;0,1226;0,0486;0,4131;0,1856;0,0658;0,0714;0;0,0714;0,1321;2,955;0,8703;0,2945;2,808;1,055;0,3757;1,93;1,88;-1;0,88
PERU - LIGA 1;2021;13/03/2021;U. de Deportes;FBC Melgar;1;1;2,45;3;2,87;2,1;D;-1;2;-1;0,58;-1;0,46;0,4082;0,3333;0,3484;0,4762;1,2245;1,1714;0,9567;0,7;-0,5;0,2;2,0138;2,4404;-4,0277;12,202;1,3;1,2;1,4944;1,3166;1,1496;1,0971;0,2732;0,3884;0,1977;0,455;0,7238;1,1715;0,3982;0,3728;0,1584;0,1931;0,3978;0,518;0,0889;0,1009;0,0789;0,0221;0,1765;1,804;0,4886;0,2708;2,126;0,4461;0,2098;1,83;1,98;0;0
ITALY - SERIE B;2020/2021;13/03/2021;Ascoli;Venezia;1;1;3;3;2,5;2,25;D;-1;2;-1;0,43;-1;0,57;0,3333;0,3333;0,4;0,4444;1;0,8333;0,8333;0,75;-0,5;0,2;1,6499;1,0328;-3,2998;5,164;1,2;1,5;1,3166;1,0801;1,0971;0,7201;0,3406;0,4766;0,4199;0,3652;1,2328;0,7663;0,2429;0,2041;0,1395;0,0476;0,5744;0,2333;0,0884;0;0,0909;0,0909;0,1429;3,155;1,0495;0,3326;2,99;0,7856;0,2627;2,08;1,73;0;0
PORTUGAL - LIGA PORTUGAL 2;2020/2021;13/03/2021;Academica;Vizela;1;3;2,75;3;2,6;2,3;A;-1;-1;1,65;0,49;0,43;-1;0,3636;0,3333;0,3846;0,4348;1,0909;0,9455;0,8667;0,7667;0,6;0,1;1,1738;1,2867;1,9563;12,8668;2;1,2;1,3333;1,0328;0,6667;0,8607;0,318;0,4982;0,1945;0,3838;0,6117;0,7703;0,4097;0,2952;0,1704;0,1682;0,4159;0,5699;0,0584;0,0435;0,028;0,0714;0,1321;1,934;0,6529;0,3376;2,662;0,8949;0,3362;1,98;1,88;-1;0,88
ROMANIA - LIGA 2;2020/2021;13/03/2021;Metaloglobus Bucharest;FC Buzau;5;1;2,45;3;2,9;2,4;H;1,5;-1;-1;-1;0,43;0,45;0,4082;0,3333;0,3448;0,4167;1,2245;1,1837;0,9667;0,8;1,4;0,4;1,5776;1,5055;1,1269;3,7639;2,1;1,4;1,1972;1,1738;0,5701;0,8384;0,4457;0,4366;0,4653;0,3811;1,0438;0,8728;0,3122;0,2615;0,1756;0,1695;0,5624;0,6484;0,0909;0,1009;0,0841;0,0169;0,1111;2,008;0,7942;0,3955;3,5744;1,2638;0,3536;1,77;2,02;0,77;-1
GREECE - SUPER LEAGUE;2020/2021;06/03/2021;Giannina;Panathinaikos;1;0;3;3;2,55;2,7;H;2,04;-1;-1;-1;0,43;0,55;0,3333;0,3333;0,3922;0,3704;1;0,85;0,85;0,9;-0,4;0,5;1,2649;1,1785;-3,1623;2,357;0,9;1,9;1,1972;1,4491;1,3302;0,7627;0,1729;0,4668;0,214;0,3287;1,2375;0,7042;0,4121;0,2418;0,1663;0,0973;0,4035;0,4026;0,0786;0;0,0811;0,0811;0,0526;3,092;3,1556;1,0206;3,15;1,6076;0,5104;2,08;1,73;1,08;-1
FRANCE - LIGUE 2;2020/2021;02/03/2021;Niort;Sochaux;1;3;3;3;2,5;2,25;A;-1;-1;1,54;0,43;0,43;-1;0,3333;0,3333;0,4;0,4444;1;0,8333;0,8333;0,75;0,1;0,5;1,792;1,4337;17,9196;2,8674;1,5;1,4;1,354;1,1738;0,9027;0,8384;0,3896;0,4209;0,4247;0,5342;1,0902;1,2692;0,2545;0,2649;0,1309;0,1477;0,5144;0,5578;0,0884;0;0,0909;0,0909;0,1429;2,889;0,497;0,172;2,964;0,8483;0,2862;2,13;1,75;-1;0,75
FRANCE - LIGUE 2;2020/2021;02/03/2021;Amiens;Auxerre;1;1;3;3;2,6;2,35;D;-1;2;-1;0,43;-1;0,53;0,3333;0,3333;0,3846;0,4255;1;0,8667;0,8667;0,7833;0,1;0,2;0,7379;1,3166;7,3786;6,5828;1,4;1,4;1,1738;1,1738;0,8384;0,8384;0,1383;0,4552;0,1616;0,4044;1,1691;0,8884;0,4718;0,3196;0,1158;0,1876;0,2454;0,5869;0,069;0;0,0714;0,0714;0,1215;2,325;0,5633;0,2423;2,799;0,9354;0,3342;2,02;1,83;0;0
GREECE - SUPER LEAGUE;2020/2021;28/02/2021;Lamia;Giannina;0;0;2,9;3;2,62;2,87;D;-1;2;-1;0,45;-1;0,53;0,3448;0,3333;0,3817;0,3484;1,0345;0,9034;0,8733;0,9567;-1;0;2,1602;1,4142;-2,1602;1;0,8;1,3;1,2293;1,4944;1,5366;1,1496;0,2979;0,5412;0,4066;0,4738;1,3651;0,8755;0,2957;0,188;0,1549;0,1054;0,5238;0,5604;0,0584;0,0169;0,0507;0,0676;0,0221;5,367;4,0537;0,7553;5,555;4,0336;0,7261;2,05;1,8;0;0
PORTUGAL - LIGA PORTUGAL;2020/2021;27/02/2021;Santa Clara;Pacos Ferreira;3;0;2,8;3;2,7;2,7;H;1,84;-1;-1;-1;0,43;0,5;0,3571;0,3333;0,3704;0,3704;1,0714;0,9643;0,9;0,9;-0,4;0,3;1,7127;1,4944;-4,2817;4,9814;0,9;1,5;1,1972;1,354;1,3302;0,9027;0,371;0,4598;0,3584;0,3311;0,9659;0,7201;0,2297;0,2767;0,1156;0,1431;0,503;0,5174;0,0433;0,0345;0,0182;0,0526;0,0526;4,03;2,3831;0,5913;3,96;2,4717;0,6242;1,96;1,94;0,96;-1
ITALY - SERIE B;2020/2021;20/02/2021;L.R. Vicenza;Spal;2;2;3;3;2,5;2,2;D;-1;2;-1;0,43;-1;0,57;0,3333;0,3333;0,4;0,4545;1;0,8333;0,8333;0,7333;-0,1;-0,2;0,5676;1,1353;-5,6765;-5,6765;1;1,3;0,8165;1,2517;0,8165;0,9628;0,3224;0,3307;0,3173;0,2772;0,9842;0,8383;0,3403;0,3122;0,137;0,1114;0,4026;0,357;0,0884;0;0,0909;0,0909;0,1538;2,556;0,8282;0,324;2,627;0,5128;0,1952;2,1;1,77;0;0
SPAIN - LALIGA;2020/2021;07/02/2021;Osasuna;Eibar;2;1;2,6;3;3;2,5;H;1,65;-1;-1;-1;0,43;0,43;0,3846;0,3333;0,3333;0,4;1,1538;1,1538;1;0,8333;-0,3;0,1;1,6364;0,9944;-5,4546;9,9443;1,2;1,3;1,3166;1,2517;1,0971;0,9628;0,4107;0,6437;0,3056;0,2568;0,7441;0,399;0,3019;0,2082;0,13;0,0897;0,4308;0,4308;0,069;0,0714;0,0714;0;0,0909;3,415;1,6808;0,4922;4,878;2,0461;0,4194;1,87;2,06;0,87;-1
ITALY - SERIE A;2020/2021;07/02/2021;Udinese;Verona;2;0;2,7;3;2,87;2,3;H;1,74;-1;-1;-1;0,43;0,46;0,3704;0,3333;0,3484;0,4348;1,1111;1,063;0,9567;0,7667;-0,5;0;1,0801;1,1547;-2,1602;1;0,9;1,3;1,1972;1,2517;1,3302;0,9628;0,2534;0,6546;0,294;0,5451;1,1604;0,8327;0,2961;0,2087;0,1444;0,1503;0,4877;0,7199;0,0434;0,0526;0,0305;0,0221;0,1321;3,024;1,4064;0,4651;4,9;2,4872;0,5076;1,89;2,04;0,89;-1
SPAIN - LALIGA2;2020/2021;06/02/2021;Fuenlabrada;Almeria;1;1;3;3;2,5;2,35;D;-1;2;-1;0,43;-1;0,57;0,3333;0,3333;0,4;0,4255;1;0,8333;0,8333;0,7833;-0,2;0,4;0,7888;1,2649;-3,9441;3,1623;1;2,1;0,8165;1,4491;0,8165;0,6901;0,1455;0,4611;0,1717;0,2782;1,1803;0,6034;0,4339;0,2279;0,1217;0,0715;0,2804;0,3136;0,0884;0;0,0909;0,0909;0,1215;2,602;0,9513;0,3656;3,032;0,9772;0,3223;2,15;1,68;0;0
SCOTLAND - PREMIERSHIP;2020/2021;06/02/2021;Livingston;St Johnstone;1;2;2,6;3;2,9;3;A;-1;-1;1,94;0,53;0,43;-1;0,3846;0,3333;0,3448;0,3333;1,1538;1,1154;0,9667;1;0,2;-0,2;1,6865;1,1353;8,4327;-5,6765;1,4;1;1,4298;1,1547;1,0213;1,1547;0,3758;0,5249;0,3989;0,3551;1,0613;0,6765;0,3189;0,2223;0,1974;0,1268;0,6191;0,5703;0,062;0,0714;0,0545;0,0169;0;2,34;1,2467;0,5328;4,05;3,35;0,8272;1,83;2,02;-1;1,02
URUGUAY - PRIMERA DIVISION;2020;06/02/2021;Rentistas;Cerro Largo;2;1;2,8;3;2,7;2,4;H;1,84;-1;-1;-1;0,43;0,5;0,3571;0,3333;0,3704;0,4167;1,0714;0,9643;0,9;0,8;0,3;0,3;0,9487;1,8886;3,1623;6,2952;1,6;1,4;1,2649;1,4298;0,7906;1,0213;0,332;0,5711;0,2617;0,5528;0,7882;0,968;0,3448;0,1808;0,1181;0,1064;0,3424;0,5884;0,0433;0,0345;0,0182;0,0526;0,1111;2,344;0,2964;0,1264;2,972;0,4584;0,1543;1,9;1,9;0,9;-1
PORTUGAL - LIGA PORTUGAL;2020/2021;02/02/2021;Gil Vicente;Pacos Ferreira;1;2;2,8;3;2,7;2,7;A;-1;-1;1,74;0,47;0,43;-1;0,3571;0,3333;0,3704;0,3704;1,0714;0,9643;0,9;0,9;0,1;0,4;1,1972;1,2649;11,9722;3,1623;1,5;1,4;1,354;1,1738;0,9027;0,8384;0,4532;0,5394;0,3995;0,3745;0,8814;0,6943;0,2548;0,2887;0,1243;0,1546;0,4877;0,5354;0,0433;0,0345;0,0182;0,0526;0,0526;3,2;1,4827;0,4633;3,497;2,2681;0,6486;2,01;1,89;-1;0,89
ITALY - SERIE B;2020/2021;02/02/2021;Pisa;Frosinone;0;0;3;3;2,5;2,35;D;-1;2;-1;0,43;-1;0,57;0,3333;0,3333;0,4;0,4255;1;0,8333;0,8333;0,7833;0,2;0,2;1,2293;1,4757;6,1464;7,3786;1,9;1,7;1,1972;1,4181;0,6301;0,8342;0,3718;0,456;0,2093;0,363;0,563;0,796;0,3603;0,216;0,1153;0,0659;0,3199;0,305;0,0884;0;0,0909;0,0909;0,1215;2,51;0,5502;0,2192;3,19;0,9339;0,2927;2,1;1,77;0;0
FRANCE - LIGUE 2;2020/2021;30/01/2021;Niort;Le Havre;0;0;2,87;3;2,62;2,3;D;-1;2;-1;0,46;-1;0,53;0,3484;0,3333;0,3817;0,4348;1,0453;0,9129;0,8733;0,7667;0,1;-0,4;1,792;1,8974;17,9196;-4,7434;1,5;1,4;1,354;1,4298;0,9027;1,0213;0,4293;0,5165;0,4162;0,569;0,9695;1,1016;0,2773;0,2537;0,1465;0,1238;0,5285;0,4879;0,057;0,0221;0,0455;0,0676;0,1321;2,882;0,4956;0,1719;3,383;0,5241;0,1549;1,95;1,9;0;0
ITALY - SERIE B;2020/2021;30/01/2021;Ascoli;Brescia;2;1;2,9;3;2,6;2,1;H;1,94;-1;-1;-1;0,43;0,53;0,3448;0,3333;0,3846;0,4762;1,0345;0,8966;0,8667;0,7;-0,6;-0,6;1,6465;1,2649;-2,7442;-2,1082;1,1;0,9;1,3703;1,1972;1,2457;1,3302;0,3134;0,4108;0,3983;0,4864;1,2708;1,1841;0,2516;0,2607;0,1292;0,1276;0,5136;0,4895;0,062;0,0169;0,0545;0,0714;0,1765;3,121;1,1605;0,3718;5,352;7,2705;1,3585;1,98;1,88;0,98;-1
CZECH REPUBLIC - 1. LIGA;2020/2021;27/01/2021;Ostrava;Liberec;1;0;2,62;3;2,9;2,5;H;1,66;-1;-1;-1;0,43;0,45;0,3817;0,3333;0,3448;0,4;1,145;1,1069;0,9667;0,8333;0;-0,8;1,3333;2,3944;1;-2,993;1,1;1,1;1,1005;1,3703;1,0005;1,2457;0,3857;0,4222;0,4088;0,4155;1,0599;0,9843;0,321;0,218;0,1843;0,0992;0,5741;0,4551;0,0584;0,0676;0,0507;0,0169;0,0909;3,303;1,892;0,5728;4,55;3,0616;0,6729;1,83;1,98;0,83;-1
ENGLAND - CHAMPIONSHIP;2020/2021;20/01/2021;Nottingham;Middlesbrough;1;2;2,62;3;2,9;2,62;A;-1;-1;1,94;0,53;0,43;-1;0,3817;0,3333;0,3448;0,3817;1,145;1,1069;0,9667;0,8733;0,4;0;1,3499;1,6997;3,3747;1;1,6;1,2;1,2649;1,3166;0,7906;1,0971;0,3373;0,3691;0,3148;0,417;0,9334;1,1296;0,3208;0,2641;0,162;0,1287;0,5049;0,4872;0,0584;0,0676;0,0507;0,0169;0,0676;2,45;0,6708;0,2738;2,85;0,8059;0,2828;1,89;2,01;-1;1,01
ITALY - SERIE B;2020/2021;16/01/2021;Pordenone;Venezia;2;0;2,6;3;2,9;2,3;H;1,65;-1;-1;-1;0,43;0,45;0,3846;0,3333;0,3448;0,4348;1,1538;1,1154;0,9667;0,7667;0;0,2;1,2472;0,9189;1;4,5947;1;1,4;0,8165;1,1738;0,8165;0,8384;0,4721;0,4427;0,4025;0,3617;0,8526;0,8172;0,2905;0,2339;0,1359;0,1142;0,4677;0,4882;0,062;0,0714;0,0545;0,0169;0,1321;2,817;0,6585;0,2337;3,32;1,1724;0,3531;1,88;1,98;0,88;-1
GREECE - SUPER LEAGUE;2020/2021;11/01/2021;Giannina;Aris;0;0;3;3;2,55;2,7;D;-1;2;-1;0,43;-1;0,55;0,3333;0,3333;0,3922;0,3704;1;0,85;0,85;0,9;-0,2857;0,6;1,2536;1,7127;-4,3875;2,8545;0,8571;2;1,069;1,3333;1,2472;0,6667;0,3188;0,4178;0,2895;0,3544;0,9083;0,8483;0,3356;0,2638;0,206;0,1436;0,6139;0,5442;0,0786;0;0,0811;0,0811;0,0526;3,2743;2,8369;0,8664;4,237;3,9778;0,9388;2,05;1,8;0;0
BRAZIL - SERIE A;2020;07/01/2021;Ceara;Internacional;0;2;2,9;3;2,6;2,5;A;-1;-1;1,65;0,45;0,43;-1;0,3448;0,3333;0,3846;0,4;1,0345;0,8966;0,8667;0,8333;0,3;0;0,9487;1,3333;3,1623;1;1,6;1,2;1,2649;1,3166;0,7906;1,0971;0,4134;0,4298;0,3066;0,5002;0,7417;1,1637;0,2991;0,1808;0,125;0,089;0,4178;0,492;0,062;0,0169;0,0545;0,0714;0,0909;2,315;0,6424;0,2775;2,642;0,8382;0,3172;2;1,85;-1;0,85
ENGLAND - PREMIER LEAGUE;2020/2021;02/01/2021;Brighton;Wolves;3;3;2,8;3;2,75;2,62;D;-1;2;-1;0,47;-1;0,49;0,3571;0,3333;0,3636;0,3817;1,0714;0,9821;0,9167;0,8733;-1;-0,9;1,5635;2,0248;-1,5635;-2,2498;0,5;1;0,527;1,4142;1,0541;1,4142;0,3272;0,2534;0,4067;0,335;1,2428;1,3222;0,3391;0,3267;0,2119;0,1635;0,6248;0,5006;0,0371;0,0345;0,009;0,0435;0,0676;4,034;2,9084;0,721;3,5;1,4222;0,4064;1,97;1,93;0;0
EGYPT - PREMIER LEAGUE;2020/2021;18/12/2020;Al Ittihad;Smouha;1;1;2,5;3;2,8;2,7;D;-1;2;-1;0,57;-1;0,47;0,4;0,3333;0,3571;0,3704;1,2;1,12;0,9333;0,9;-0,7;0,2;0,8233;0,4216;-1,1761;2,1082;0,5;1,4;0,527;0,8433;1,0541;0,6023;0,3239;0,412;0,2838;0,355;0,8761;0,8617;0,3212;0,2529;0,1309;0,1457;0,4076;0,5759;0,0759;0,0909;0,0566;0,0345;0,0526;3,855;2,8288;0,7338;3,905;3,2381;0,8292;1,77;2,02;0;0
ENGLAND - CHAMPIONSHIP;2020/2021;15/12/2020;Watford;Brentford;1;1;2,62;3;2,9;2,3;D;-1;2;-1;0,53;-1;0,45;0,3817;0,3333;0,3448;0,4348;1,145;1,1069;0,9667;0,7667;0,6;0,6;1,9551;1,4298;3,2584;2,3831;2,2;1,7;1,3166;1,4181;0,5984;0,8342;0,4223;0,3614;0,3372;0,3057;0,7984;0,8458;0,3012;0,2971;0,167;0,139;0,5545;0,4677;0,0584;0,0676;0,0507;0,0169;0,1321;2,697;2,2432;0,8317;1,951;0,2567;0,1316;1,94;1,96;0;0
GREECE - SUPER LEAGUE;2020/2021;05/12/2020;Atromitos;Aris;2;2;2,75;3;2,7;2,7;D;-1;2;-1;0,49;-1;0,5;0,3636;0,3333;0,3704;0,3704;1,0909;0,9818;0,9;0,9;0,3;0,3;1,567;1,4944;5,2234;4,9814;1,6;1,8;1,2649;1,3166;0,7906;0,7314;0,3354;0,5074;0,2905;0,4259;0,8662;0,8394;0,3047;0,2514;0,1538;0,151;0,5047;0,6006;0,0453;0,0435;0,0092;0,0526;0,0526;2,321;1,2239;0,5273;5,28;4,0891;0,7744;1,93;1,93;0;0
ENGLAND - CHAMPIONSHIP;2020/2021;01/12/2020;Birmingham;Barnsley;1;2;2,75;3;2,75;2,37;A;-1;-1;1,8;0,49;0,43;-1;0,3636;0,3333;0,3636;0,4219;1,0909;1;0,9167;0,79;-0,6;-0,5;1,075;1,4337;-1,7916;-2,8674;0,8;0,9;1,2293;1,1972;1,5366;1,3302;0,3065;0,5234;0,2178;0,4857;0,7105;0,9279;0,4192;0,2213;0,1662;0,1177;0,3965;0,532;0,0404;0,0435;0;0,0435;0,1173;2,572;0,9356;0,3638;4,433;2,0494;0,4623;1,96;1,94;-1;0,94
COLOMBIA - PRIMERA A;2020;29/11/2020;Deportes Tolima;Junior;0;1;2,5;3;3;2,7;A;-1;-1;2,04;0,57;0,43;-1;0,4;0,3333;0,3333;0,3704;1,2;1,2;1;0,9;0,7;0,2;1,3375;1,3984;1,9107;6,9921;1,8;1,2;1,3166;1,0328;0,7314;0,8607;0,3093;0,3776;0,1707;0,3672;0,5517;0,9725;0,3724;0,222;0,1727;0,0811;0,4638;0,3655;0,0884;0,0909;0,0909;0;0,0526;1,759;0,2587;0,1471;2,871;0,931;0,3243;1,72;2,17;-1;1,17
ENGLAND - CHAMPIONSHIP;2020/2021;28/11/2020;Birmingham;Millwall;0;0;2,8;3;2,75;3;D;-1;2;-1;0,47;-1;0,49;0,3571;0,3333;0,3636;0,3333;1,0714;0,9821;0,9167;1;-0,6;0,4;1,075;0,9661;-1,7916;2,4152;0,8;1,8;1,2293;1,3166;1,5366;0,7314;0,3779;0,3216;0,2231;0,2758;0,5905;0,8577;0,399;0,3181;0,1668;0,1118;0,4179;0,3513;0,0371;0,0345;0,009;0,0435;0;2,502;0,9428;0,3768;2,592;0,6603;0,2547;1,92;1,98;0;0
VENEZUELA - PRIMERA DIVISION;2020;11/11/2020;Trujillanos;Mineros;1;2;2,5;3;2,7;2,3;A;-1;-1;1,74;0,57;0,43;-1;0,4;0,3333;0,3704;0,4348;1,2;1,08;0,9;0,7667;0,4;-0,3;1,075;1,3375;2,6874;-4,4583;1,5;1;1,0801;1,1547;0,7201;1,1547;0,3708;0,3802;0,3321;0,3793;0,8956;0,9975;0,413;0,2673;0,1283;0,0951;0,3108;0,356;0,0741;0,0909;0,0385;0,0526;0,1321;2,358;0,3343;0,1418;2,709;0,4779;0,1764;1,83;1,98;-1;0,98
PORTUGAL - LIGA PORTUGAL;2020/2021;08/11/2020;Nacional;Gil Vicente;2;1;2,5;3;3;2,35;H;1,54;-1;-1;-1;0,43;0,43;0,4;0,3333;0,3333;0,4255;1,2;1,2;1;0,7833;1;-0,4;1,5635;1,075;1,5635;-2,6874;1,9;1;1,1972;1,4142;0,6301;1,4142;0,4346;0,4202;0,3532;0,4526;0,8127;1,0772;0,3304;0,2087;0,2052;0,1103;0,6211;0,5285;0,0884;0,0909;0,0909;0;0,1215;1,916;0,4079;0,2129;4,727;2,2367;0,4732;1,82;2,08;0,82;-1
JAPAN - J2 LEAGUE;2020;08/11/2020;Okayama;Machida;1;0;2,6;3;2,9;2,7;H;1,65;-1;-1;-1;0,43;0,45;0,3846;0,3333;0,3448;0,3704;1,1538;1,1154;0,9667;0,9;0,2;-0,8;0,9189;1,6865;4,5947;-2,1082;1,7;0,8;1,4181;1,2293;0,8342;1,5366;0,4271;0,3723;0,4475;0,277;1,0478;0,7439;0,2261;0,2655;0,1186;0,0636;0,5248;0,2395;0,062;0,0714;0,0545;0,0169;0,0526;2,843;0,6694;0,2354;3,165;0,791;0,2499;1,77;2,1;0,77;-1
FRANCE - LIGUE 2;2020/2021;31/10/2020;AC Ajaccio;Troyes;0;4;3;3;2,5;2,4;A;-1;-1;1,54;0,43;0,43;-1;0,3333;0,3333;0,4;0,4167;1;0,8333;0,8333;0,8;0,1;0;1,2867;1,1547;12,8668;1;1,3;1,3;1,4944;1,4944;1,1496;1,1496;0,2789;0,3366;0,2249;0,2962;0,8065;0,8799;0,3336;0,3111;0,1132;0,1201;0,3392;0,3861;0,0884;0;0,0909;0,0909;0,1111;2,111;0,5498;0,2605;3,192;0,9736;0,305;2,05;1,8;-1;0,8
